Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Japan,JPN,Surface area (sq. km),AG.SRF.TOTL.K2,377974,377974,377969.27,..,..
Japan,JPN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,5356710635860.81,5574650884739.54,5930403853110.9,6212962918547.56,6407671854496.88
Kiribati,KIR,"Population, total",SP.POP.TOTL,126099,128377,130469,132530,134518
Kiribati,KIR,Surface area (sq. km),AG.SRF.TOTL.K2,810,810,810,..,..
Kiribati,KIR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,341842564.466708,387761958.155448,434376227.301959,461941012.755098,498029490.186256
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,26136312,26232534,26328845,26418204,26498823
"Korea, Dem. People's Rep.",PRK,Surface area (sq. km),AG.SRF.TOTL.K2,120540,120540,120540,..,..
"Korea, Dem. People's Rep.",PRK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51836239,51769539,51672569,51712619,51751065
"Korea, Rep.",KOR,Surface area (sq. km),AG.SRF.TOTL.K2,100410,100430,100440,..,..
"Korea, Rep.",KOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2340031075342.67,2506662609666.9,2647260793541.75,2699603936744.09,..
Lao PDR,LAO,"Population, total",SP.POP.TOTL,7346533,7453194,7559007,7664993,7769819
Lao PDR,LAO,Surface area (sq. km),AG.SRF.TOTL.K2,236800,236800,236800,..,..
Lao PDR,LAO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,58135955846.4305,60225053628.2101,66265586057.857,71221494499.9171,76049830544.9911
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,685400,682500,677300,678800,687000
"Macao SAR, China",MAC,Surface area (sq. km),AG.SRF.TOTL.K2,32.9,33,..,..,..
"Macao SAR, China",MAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,39219148014.2064,50626336573.1949,43600459870.7372,79074346817.4287,88119857289.2449
Malaysia,MYS,"Population, total",SP.POP.TOTL,33889558,34282399,34695493,35126298,35557673
Malaysia,MYS,Surface area (sq. km),AG.SRF.TOTL.K2,330241,330411,330411,..,..
Malaysia,MYS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,931106663877.47,1022398815013.98,1192353239707.87,1279178242678.17,1377111092000.87
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,42706,41367,40077,38827,37548
Marshall Islands,MHL,Surface area (sq. km),AG.SRF.TOTL.K2,180,180,180,..,..
Marshall Islands,MHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,262085491.939992,277401943.188956,293856595.45483,292451749.919892,307823221.268995
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,110916,111624,112114,112630,113160
"Micronesia, Fed. Sts.",FSM,Surface area (sq. km),AG.SRF.TOTL.K2,700,700,700,..,..
"Micronesia, Fed. Sts.",FSM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,408436301.392917,440323830.730667,458009181.572488,476777887.975835,491818179.321161
Mongolia,MNG,"Population, total",SP.POP.TOTL,3327204,3383741,3433748,3481145,3524788
Mongolia,MNG,Surface area (sq. km),AG.SRF.TOTL.K2,1564115.749,1564116,1564115.75,..,..
Mongolia,MNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,45560002626.38,50053145881.8599,56320298556.3279,62677497750.9381,67315454531.6436
Myanmar,MMR,"Population, total",SP.POP.TOTL,53016522,53387102,53756787,54133798,54500091
Myanmar,MMR,Surface area (sq. km),AG.SRF.TOTL.K2,676590,676590,676590,..,..
Myanmar,MMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,304367346941.67,276462287916.21,308130563643.829,322277844296.53,326862397165.755
Nauru,NRU,"Population, total",SP.POP.TOTL,11643,11709,11801,11875,11947
Nauru,NRU,Surface area (sq. km),AG.SRF.TOTL.K2,20,20,20,..,..
Nauru,NRU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,127393790.142383,142810518.117187,157507758.531779,164230287.418445,171162307.259243
New Caledonia,NCL,"Population, total",SP.POP.TOTL,284176,285214,287123,289870,292639
New Caledonia,NCL,Surface area (sq. km),AG.SRF.TOTL.K2,18580,18580,18580,..,..
New Caledonia,NCL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..
New Zealand,NZL,"Population, total",SP.POP.TOTL,5090200,5111300,5117100,5245000,5338500
New Zealand,NZL,Surface area (sq. km),AG.SRF.TOTL.K2,267710,267710,267710,..,..
New Zealand,NZL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,230861725700.254,245325429880.081,274518817915.021,282465277069.748,294116842342.865
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,47528,46979,46078,45143,44278
Northern Mariana Islands,MNP,Surface area (sq. km),AG.SRF.TOTL.K2,460,460,460,..,..
Northern Mariana Islands,MNP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..
Palau,PLW,"Population, total",SP.POP.TOTL,17792,17783,17759,17727,17695
Palau,PLW,Surface area (sq. km),AG.SRF.TOTL.K2,460,460,460,..,..
Palau,PLW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,308998425.908997,278538180.29621,294462365.925938,310784315.618683,..
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,9815746,10012896,10203169,10389635,10576502
Papua New Guinea,PNG,Surface area (sq. km),AG.SRF.TOTL.K2,462840,462840,462840,..,..
Papua New Guinea,PNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,38277259227.6824,39820324163.1154,45094122323.6713,48497108860.9418,51703809951.007
Philippines,PHL,"Population, total",SP.POP.TOTL,112081264,113100950,113964338,114891199,115843670
Philippines,PHL,Surface area (sq. km),AG.SRF.TOTL.K2,300000,300000,300000,..,..
Philippines,PHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,923366701020.759,1001824458376.1,1154612182082.28,1262175096006.69,1366276178143.49
Samoa,WSM,"Population, total",SP.POP.TOTL,211944,213779,215261,216663,218019
Samoa,WSM,Surface area (sq. km),AG.SRF.TOTL.K2,2840,2840,2840,..,..
Samoa,WSM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1367201018.48976,1328426324.85394,1347620477.33121,1524676297.75854,1708678659.25856
Singapore,SGP,"Population, total",SP.POP.TOTL,5685807,5453566,5637022,5917648,6036860
Singapore,SGP,Surface area (sq. km),AG.SRF.TOTL.K2,728,728,728,..,..
Singapore,SGP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,577213563024.154,723237492898.215,806629380658.055,850875741862.077,909690217412.881
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,744498,762591,781066,800005,819198
Solomon Islands,SLB,Surface area (sq. km),AG.SRF.TOTL.K2,28900,28900,28900,..,..
Solomon Islands,SLB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1790742946.55102,1920525664.42788,2106879008.43794,2240672978.6838,2353128856.82257
Thailand,THA,"Population, total",SP.POP.TOTL,71641484,71727332,71735329,71702435,71668011
Thailand,THA,Surface area (sq. km),AG.SRF.TOTL.K2,513120,513120,513120,..,..
Thailand,THA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1372918881143.84,1451959884645.39,1595614286791.42,1686384776706.79,1770790698282.56
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1326053,1350139,1369295,1384286,1400638
Timor-Leste,TLS,Surface area (sq. km),AG.SRF.TOTL.K2,14870,14870,14870,..,..
Timor-Leste,TLS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,8131467055.83302,9214418303.23059,7843625021.65762,6653072513.86234,6664784682.18532
Tonga,TON,"Population, total",SP.POP.TOTL,105704,105490,105042,104597,104175
Tonga,TON,Surface area (sq. km),AG.SRF.TOTL.K2,750,750,750,..,..
Tonga,TON,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,707144886.352161,742114235.069721,776659170.824984,821375658.673323,..
Tuvalu,TUV,"Population, total",SP.POP.TOTL,10399,10194,9992,9816,9646
Tuvalu,TUV,Surface area (sq. km),AG.SRF.TOTL.K2,30,30,30,..,..
Tuvalu,TUV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,53265739.9121288,54568264.1071132,56566149.3258563,60378318.7776043,..
Vanuatu,VUT,"Population, total",SP.POP.TOTL,298858,305868,313046,320409,327777
Vanuatu,VUT,Surface area (sq. km),AG.SRF.TOTL.K2,12190,12190,12190,..,..
Vanuatu,VUT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,931732926.139278,959152084.296053,1080824944.57348,1108914310.26689,1180786247.76989
Viet Nam,VNM,"Population, total",SP.POP.TOTL,98079191,98935098,99680655,100352192,100987686
Viet Nam,VNM,Surface area (sq. km),AG.SRF.TOTL.K2,331340,331344.8,331340,..,..
Viet Nam,VNM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1138632490789.12,1192059299524.62,1386074827447.82,1508682497102.43,1654734391083.39
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 07/01/2025,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Dataset,Unit of measure,Periodicity,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,Other notes,License URL
SP.POP.TOTL,CC BY-4.0,"Population, total","Total population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship. The values shown are midyear estimates.","World Population Prospects, United Nations (UN), uri: https://population.un.org/wpp/, publisher: UN Population Division;
Statistical databases and publications from national statistical offices, National Statistical Offices, uri: https://unstats.un.org/home/nso_sites/, publisher: National Statistical Offices;
Eurostat: Demographic Statistics, Eurostat (ESTAT), uri: https://ec.europa.eu/eurostat/data/database?node_code=earn_ses_monthly, publisher: Eurostat;
Population and Vital Statistics Report (various years), United Nations (UN), uri: https://unstats.un.org, publisher: UN Statistics Division",Health: Population: Structure,WDI,Unit,Annual,Sum,"Methodology: Population estimates are usually based on national population censuses, and estimates of fertility, mortality and migration.
Errors and undercounting in census occur even in high-income countries.  In developing countries errors may be substantial because of limits in the transport, communications, and other resources required to conduct and analyze a full census.
The quality and reliability of official demographic data are also affected by public trust in the government, government commitment to full and accurate enumeration, confidentiality and protection against misuse of census data, and census agencies' independence from political influence. Moreover, comparability of population indicators is limited by differences in the concepts, definitions, collection procedures, and estimation methods used by national statistical agencies and other organizations that collect the data.
The currentness of a census and the availability of complementary data from surveys or registration systems are objective ways to judge demographic data quality. Some European countries' registration systems offer complete information on population in the absence of a census.
The United Nations Statistics Division monitors the completeness of vital registration systems. Some developing countries have made progress over the last 60 years, but others still have deficiencies in civil registration systems.
International migration is the only other factor besides birth and death rates that directly determines a country's population change. Estimating migration is difficult. At any time many people are located outside their home country as tourists, workers, or refugees or for other reasons. Standards for the duration and purpose of international moves that qualify as migration vary, and estimates require information on flows into and out of countries that is difficult to collect.
One of the major data sources of this indicator is UN Population Division's World Population Prospects, which use the cohort component method to produce population estimates and projections.
Population projections, starting from a base year are projected forward using assumptions of mortality, fertility, and migration by age and sex through 2050, based on the UN Population Division's World Population Prospects database medium variant.
Statistical concept(s): Estimates of total population describe the size of total population. Population estimates are dependent on the demographic components of change that are fertility, mortality and migration. As the size of population continues to change throughout the time even within a year, a reference time in the year that the estimate refers to is needed, such as mid-year, end-year or beginning of year. The values shown are midyear estimates.","Increases in human population, whether as a result of immigration or more births than deaths, can impact natural resources and social infrastructure.  This can place pressure on a country's sustainability.  A significant growth in population will negatively impact the availability of land for agricultural production, and will aggravate demand for food, energy, water, social services, and infrastructure. On the other hand, decreasing population size - a result of fewer births than deaths, and people moving out of a country - can impact a government's commitment to maintain services and infrastructure.","Current population estimates for developing countries that lack (i) reliable recent census data, and (ii) pre- and post-census estimates for countries with census data, are provided by the United Nations Population Division and other agencies. 

The cohort component method - a standard method for estimating and projecting population - requires fertility, mortality, and net migration data, often collected from sample surveys, which can be small or limited in coverage. Population estimates are from demographic modeling and so are susceptible to biases and errors from shortcomings in both the model and the data.

Because future trends cannot be known with certainty, population projections have a wide range of uncertainty.",Relevance to gender indicator: disaggregating the population composition by gender will help a country in projecting its demand for social services on a gender basis.,,https://creativecommons.org/licenses/by/4.0/
AG.SRF.TOTL.K2,CC BY-4.0,Surface area (sq. km),"Surface area is a country's total area, including areas under inland bodies of water and some coastal waterways.","FAO electronic files and web site, Food and Agriculture Organization of the United Nations (FAO), publisher: Food and Agriculture Organization of the United Nations (FAO)",Environment: Land use,WDI,square kilometers,Annual,Sum,"Methodology: Total land area includes inland water bodies such as major rivers and lakes. Variations from year to year may be due to updated or revised data rather than to change in area. Including areas of former states; for example, the areas of the Union of Soviet Socialist Republics (USSR) are counted in Russian Federationand other successor states.","Total surface area is particularly important for understanding an economy's agricultural capacity and the environmental effects of human activity. Innovations in satellite mapping and computer databases have resulted in more precise measurements of land and water areas.











Population, surface area, income, and output are basic measures of the size of an economy. They also provide a broad indication of actual and potential resources. Land area is therefore used as one of the major indicator to normalize other indicators.","The data are collected by the Food and Agriculture Organization (FAO) of the United Nations through annual questionnaires. The FAO tries to impose standard definitions and reporting methods, but complete consistency across countries and over time is not possible.







The data collected from official national sources through the questionnaire are supplemented with information from official secondary data sources. The secondary sources cover official country data from websites of national ministries, national publications and related country data reported by various international organizations.",,Areas of former states are included in the successor states.,https://creativecommons.org/licenses/by/4.0/
NY.GDP.MKTP.PP.CD,CC BY-4.0,"GDP, PPP (current international $)","This indicator provides values for gross domestic product (GDP) expressed in current international dollars, converted by purchasing power parities (PPPs). PPPs account for the different price levels across countries and thus PPP-based comparisons of economic output are more appropriate for comparing the output of economies and the average material well-being of their inhabitants than exchange-rate based comparisons.  

Gross domestic product is the total income earned through the production of goods and services in an economic territory during an accounting period. It can be measured in three different ways: using either the expenditure approach, the income approach, or the production approach. This series has been linked to produce a consistent time series to counteract breaks in series over time due to changes in base years, source data and methodologies. Thus, it may not be comparable with other national accounts series in the database for historical years. This indicator is expressed in current prices, meaning no adjustment has been made to account for price changes over time. The PPP conversion factor is a currency conversion factor and a spatial price deflator. PPPs convert different currencies to a common currency and, in the process of conversion, equalize their purchasing power by eliminating the differences in price levels between countries, thereby allowing volume or output comparisons of GDP and its expenditure components.","International Comparison Program (ICP), World Bank (WB), uri: https://www.worldbank.org/en/programs/icp/data, note: This information is for ICP’s PPPs utilized in WDI, publisher: International Comparison Program (ICP), data accessed: May 30, 2024, date published: May 30, 2024;
The Eurostat PPP Programme, Eurostat (ESTAT), uri: https://ec.europa.eu/eurostat/databrowser/explore/all/all_themes, publisher: Eurostat, data accessed: Periodical update;
The OECD PPP Programme, Organisation for Economic Co-operation and Development (OECD), uri: https://data-https://data-explorer.oecd.org/, publisher: OECD, data accessed: Periodical update;
Staff estimates, World Bank (WB);
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
World Economic Outlook database, International Monetary Fund (IMF)",Economic Policy & Debt: Purchasing power parity,WDI,Current international $,Annual,,"Methodology: The  International Comparison Program (ICP) estimates PPPs for the world’s countries. The ICP is conducted as a global partnership of countries, multilateral agencies, and academia. The recent 2021 ICP comparison covered 176 countries, including 49 Eurostat-OECD countries. For countries that have not participated in ICP comparisons, the PPP are imputed based on a regression model. ICP estimated PPPs cover years from 2011 to 2021. WDI extrapolates 2011 PPPs for years earlier years, and 2021 PPPs for later years. For the member countries of Eurostat-OECD PPP Programme, PPP conversion factors are periodically updated based on the organizations’ databases. 

National accounts are compiled in accordance with international standards: System of National Accounts, 2008 or 1993 versions. Specific information on how countries compile their national accounts can be found on the IMF website: https://dsbb.imf.org/  Linked series have been smoothed to remove breaks resulting from changes in base years, data sources or compilation methods. The linking is performed using historical nominal growth rates from archived WDI databases. 

Statistical concept(s): PPPs are primarily used to convert the national accounts data of economies, such as GDP and its expenditure components, into a common currency.  In the process of conversion, they control for differences in the price levels of economies, and thus equalize purchasing power. PPP-based comparisons of economic output differ from market exchange rate-based comparisons as the latter do not distinguish between the relative price levels of different items in economies. Overall price levels are normally higher in higher-income economies than they are in lower-income economies (Balassa-Samuelson effect), mostly because of the large differences in price levels for non-traded products. If no account is taken of the larger price level differences for non-traded products when converting GDP to a common currency, the size of higher-income economies with high price levels will be overstated and the size of lower-income economies with low price levels will be understated. No distinction is made between traded products and non-traded products when market exchange rates are used to convert GDP to a common currency: the rate is the same for all products. PPP-converted GDP does not have this bias because PPPs account for the different price levels of traded products and non-traded products. Thus, PPPs are more appropriate for comparing the output of economies and the average material well-being of their inhabitants and are also less impacted by the potential volatility of market exchange rates. PPPs are calculated by the International Comparison Program (ICP) based on the prices of goods and services within an economy and national accounts expenditures. 

The  conceptual elements of the SNA (System of National Accounts) measure what takes place in the economy, between which agents, and for what purpose. At the heart of the SNA is the production of goods and services. These may be used for consumption in the period to which the accounts relate or may be accumulated for use in a later period. In simple terms, the amount of value added generated by production represents GDP. The income corresponding to GDP is distributed to the various agents or groups of agents as income and it is the process of distributing and redistributing income that allows one agent to consume the goods and services produced by another agent or to acquire goods and services for later consumption. The way in which the SNA captures this pattern of economic flows is to identify the activities concerned by recognizing the institutional units in the economy and by specifying the structure of accounts capturing the transactions relevant to one stage or another of the process by which goods and services are produced and ultimately consumed.","PPPs are used to convert national accounts data from different countries, such as GDP and its expenditure components, into a common currency, while also eliminating the effect of price level differences between countries. PPPs are also used to derive price level indexes (PLIs), the ratio of a country’s PPP to its market exchange rate, to directly compare price levels across countries.
The PPP-based expenditures to which they give rise are primarily used to make spatial comparisons of volume and per capita consumption or levels of GDP and its expenditure components across countries.  PPP-based indicators are used for national, regional, and global policy making and analysis across the socioeconomic spectrum from poverty and inequality, to health and education, to energy and climate, through to economic growth, labor, productivity, trade, competitiveness, and infrastructure. A number of Sustainable Development Goals use PPP-based indicators to measure development progress. 

This indicator is related to the national accounts, which are critical for understanding and managing a country's economy. They provide a framework for the analysis of economic performance. National accounts are the basis for estimating the Gross Domestic Product (GDP) and Gross National Income (GNI), which are the most widely used indicator of economic performance. They are essential for government policymakers, providing the data needed to design and assess fiscal and monetary policies; and are also used by businesses and investors to assess the economic climate and make investment decisions. NAS enable comparison between economies, which is crucial for international trade, investment decisions, and economic competitiveness. More specifically, this indicator is related to national accounts aggregates. Gross Domestic Product (GDP), Gross National Income (GNI), and other aggregates provide a snapshot of the size and health of an economy by measuring the total economic activity within a country. They can thus be used by policymakers to design and implement economic policies, as they reflect the overall economic performance and can indicate the need for intervention in certain areas. Aggregates also allow for comparisons between different economies, which can be useful for trade negotiations, investment decisions, and economic benchmarking. By examining aggregates over time, economists and analysts can identify trends, cycles, and potential areas of concern within an economy, and investors can use national accounts aggregates to assess the potential risks and returns of investing in a particular country. Overall, national accounts aggregates are fundamental tools for economic analysis, policy formulation, and decision-making at both the national and international levels.",,,,https://creativecommons.org/licenses/by/4.0/
