Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,6726596,6851224,6975220,7099750,7224614
Kyrgyz Republic,KGZ,Surface area (sq. km),AG.SRF.TOTL.K2,199950,199950,199950,..,..
Kyrgyz Republic,KGZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,34834094213.2461,39301901464.0311,45879594489.2342,51814586970.3659,57864889798.0022
Latvia,LVA,"Population, total",SP.POP.TOTL,1900449,1884490,1879383,1877445,1862441
Latvia,LVA,Surface area (sq. km),AG.SRF.TOTL.K2,64590,64590,64590,..,..
Latvia,LVA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,62223400359.4028,69560319491.8466,75101731516.1743,78495987718.931,81699623488.0085
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,38901,39182,39493,39850,40197
Liechtenstein,LIE,Surface area (sq. km),AG.SRF.TOTL.K2,160,160,160,..,..
Liechtenstein,LIE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..
Lithuania,LTU,"Population, total",SP.POP.TOTL,2810369,2808380,2831639,2871585,2888055
Lithuania,LTU,Surface area (sq. km),AG.SRF.TOTL.K2,65290,65290,65286,..,..
Lithuania,LTU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,115963490767.144,128830296666.031,142993189030.375,146206359207.239,157150520997.22
Luxembourg,LUX,"Population, total",SP.POP.TOTL,630419,640064,653103,666430,677717
Luxembourg,LUX,Surface area (sq. km),AG.SRF.TOTL.K2,2590,2590,2590,..,..
Luxembourg,LUX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,76953191626.4398,87543117438.5072,93643147424.9449,94916112738.7786,102180990717.512
Moldova,MDA,"Population, total",SP.POP.TOTL,2635130,2595809,2528654,2457783,2389275
Moldova,MDA,Surface area (sq. km),AG.SRF.TOTL.K2,33850,33850,33850,..,..
Moldova,MDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,35646566427.3806,40707659297.2633,41603848485.6981,43618128785.717,44718897540.0215
Monaco,MCO,"Population, total",SP.POP.TOTL,38050,38527,38931,38956,38631
Monaco,MCO,Surface area (sq. km),AG.SRF.TOTL.K2,74.92,74.9,74.9,..,..
Monaco,MCO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..
Montenegro,MNE,"Population, total",SP.POP.TOTL,626590,625053,623591,623529,623831
Montenegro,MNE,Surface area (sq. km),AG.SRF.TOTL.K2,13810,13810,13810,..,..
Montenegro,MNE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,13050163141.9018,14902552328.5907,17207930165.977,19077865681.6285,20823256231.7796
Netherlands,NLD,"Population, total",SP.POP.TOTL,17441500,17533044,17700982,17877117,17994237
Netherlands,NLD,Surface area (sq. km),AG.SRF.TOTL.K2,41540,41540,41540,..,..
Netherlands,NLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1091779125681.31,1202303330254.13,1365670124059.38,1399872810238.12,1515446904606.01
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1856124,1837114,1831712,1827816,1792179
North Macedonia,MKD,Surface area (sq. km),AG.SRF.TOTL.K2,25710,25710,25710,..,..
North Macedonia,MKD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,37051881559.6466,40679165465.0118,44081275424.486,44574235735.5255,47648721475.201
Norway,NOR,"Population, total",SP.POP.TOTL,5379475,5408320,5457127,5519594,5572272
Norway,NOR,Surface area (sq. km),AG.SRF.TOTL.K2,624499,624500,624500,..,..
Norway,NOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,361019819522.16,481254696871.483,672046133630.964,554373266075.445,562975486235.512
Poland,POL,"Population, total",SP.POP.TOTL,37515748,36981559,36821749,36687353,36554707
Poland,POL,Surface area (sq. km),AG.SRF.TOTL.K2,312710,312710,312720,..,..
Poland,POL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1391432848266.15,1518447457166.84,1696649925504.66,1715410382146.69,1841555375507.14
Portugal,PRT,"Population, total",SP.POP.TOTL,10297081,10361831,10434332,10578174,10701636
Portugal,PRT,Surface area (sq. km),AG.SRF.TOTL.K2,92230,92230,92230,..,..
Portugal,PRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,370352154969.925,400564219793.068,464925463530.28,501685643184.293,541680354802.56
Romania,ROU,"Population, total",SP.POP.TOTL,19265250,19122059,19048502,19059479,19069340
Romania,ROU,Surface area (sq. km),AG.SRF.TOTL.K2,238400,238400,238400,..,..
Romania,ROU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,662450441783.245,721482377389.383,804125351673.552,872344937917.812,928908990262.028
Russian Federation,RUS,"Population, total",SP.POP.TOTL,145245148,144746762,144236933,143826130,143533851
Russian Federation,RUS,Surface area (sq. km),AG.SRF.TOTL.K2,17098250,17098250,17098250,..,..
Russian Federation,RUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4651428694918.23,5688268314339.54,6006312352159.35,6476475754986.43,6921249292202.15
San Marino,SMR,"Population, total",SP.POP.TOTL,34770,34252,33755,33860,33977
San Marino,SMR,Surface area (sq. km),AG.SRF.TOTL.K2,60,60,60,..,..
San Marino,SMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1919532829.45196,2217650250.23726,2563404991.87884,..,..
Serbia,SRB,"Population, total",SP.POP.TOTL,6899126,6834326,6664449,6623183,6587202
Serbia,SRB,Surface area (sq. km),AG.SRF.TOTL.K2,84990,84990,84990,..,..
Serbia,SRB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,144970128544.858,159957380264.659,174877126875.262,190375744361.824,209915940223.32
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5458827,5447247,5431752,5426740,5422069
Slovak Republic,SVK,Surface area (sq. km),AG.SRF.TOTL.K2,49030,49030,49030,..,..
Slovak Republic,SVK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,192849134106.197,208880643198.039,223223380690.808,238504448129.551,255817817489.38
Slovenia,SVN,"Population, total",SP.POP.TOTL,2102419,2108079,2112076,2120461,2126324
Slovenia,SVN,Surface area (sq. km),AG.SRF.TOTL.K2,20480,20480,20480,..,..
Slovenia,SVN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,87812276776.0687,96790459870.841,107883106099.669,114403545993.986,120202434629.026
Spain,ESP,"Population, total",SP.POP.TOTL,47359424,47443821,47786102,48347910,48807137
Spain,ESP,Surface area (sq. km),AG.SRF.TOTL.K2,505969.891,505964.594,505978.281,..,..
Spain,ESP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1862544224980.41,2099468112223.22,2411673616292.85,2573555479216.76,2778406789838.98
Sweden,SWE,"Population, total",SP.POP.TOTL,10353442,10415811,10486941,10536632,10569709
Sweden,SWE,Surface area (sq. km),AG.SRF.TOTL.K2,528860,528860,528860,..,..
Sweden,SWE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,595211778250.693,653401537327.892,696077173608.22,708681710101.324,750771294152.114
Switzerland,CHE,"Population, total",SP.POP.TOTL,8638167,8704546,8777088,8888093,9034102
Switzerland,CHE,Surface area (sq. km),AG.SRF.TOTL.K2,41290.7,41290.7,41290.7,..,..
Switzerland,CHE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,630567393919.535,705080509164.276,801577494672.78,804425726191.751,847567772890.845
Tajikistan,TJK,"Population, total",SP.POP.TOTL,9749310,9966908,10182222,10389799,10590927
Tajikistan,TJK,Surface area (sq. km),AG.SRF.TOTL.K2,141380,141379,141379,..,..
Tajikistan,TJK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,35623586501.7738,39727222945.4623,45964333259.2586,51570629197.8085,57254340774.0345
Turkiye,TUR,"Population, total",SP.POP.TOTL,83384680,84147318,84979913,85325965,85518661
Turkiye,TUR,Surface area (sq. km),AG.SRF.TOTL.K2,785350,785350,785350,..,..
Turkiye,TUR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2391489351774.66,2637031078345.11,3322805935564.67,3611520825480.45,3757012846422.01
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,6949912,7092043,7230193,7364438,7494498
Turkmenistan,TKM,Surface area (sq. km),AG.SRF.TOTL.K2,491209,491209,491209,..,..
Turkmenistan,TKM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,104880701502.71,116551626881.618,132602544199.709,146028887635.91,152946223418.887
Ukraine,UKR,"Population, total",SP.POP.TOTL,44680014,44298640,41048766,37732836,37860221
Ukraine,UKR,Surface area (sq. km),AG.SRF.TOTL.K2,603550,603550,603550,..,..
Ukraine,UKR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,656105592902.923,746470597165.436,569710531654.787,622877549405.733,656527758167.994
United Kingdom,GBR,"Population, total",SP.POP.TOTL,66744000,66984000,67604000,68492000,69226000
United Kingdom,GBR,Surface area (sq. km),AG.SRF.TOTL.K2,243610,243610,243610,..,..
United Kingdom,GBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3219066303872.09,3416480549650.65,3957840318954.8,3966748015298.24,4196506479513.42
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,33586372,34243696,34938955,35652307,36361859
Uzbekistan,UZB,Surface area (sq. km),AG.SRF.TOTL.K2,448924,448924,448924,..,..
Uzbekistan,UZB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,283862781607.33,316673503929.41,359610275444.799,395989161090.91,431926264607.887
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 07/01/2025,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Dataset,Unit of measure,Periodicity,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,Other notes,License URL
SP.POP.TOTL,CC BY-4.0,"Population, total","Total population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship. The values shown are midyear estimates.","World Population Prospects, United Nations (UN), uri: https://population.un.org/wpp/, publisher: UN Population Division;
Statistical databases and publications from national statistical offices, National Statistical Offices, uri: https://unstats.un.org/home/nso_sites/, publisher: National Statistical Offices;
Eurostat: Demographic Statistics, Eurostat (ESTAT), uri: https://ec.europa.eu/eurostat/data/database?node_code=earn_ses_monthly, publisher: Eurostat;
Population and Vital Statistics Report (various years), United Nations (UN), uri: https://unstats.un.org, publisher: UN Statistics Division",Health: Population: Structure,WDI,Unit,Annual,Sum,"Methodology: Population estimates are usually based on national population censuses, and estimates of fertility, mortality and migration.
Errors and undercounting in census occur even in high-income countries.  In developing countries errors may be substantial because of limits in the transport, communications, and other resources required to conduct and analyze a full census.
The quality and reliability of official demographic data are also affected by public trust in the government, government commitment to full and accurate enumeration, confidentiality and protection against misuse of census data, and census agencies' independence from political influence. Moreover, comparability of population indicators is limited by differences in the concepts, definitions, collection procedures, and estimation methods used by national statistical agencies and other organizations that collect the data.
The currentness of a census and the availability of complementary data from surveys or registration systems are objective ways to judge demographic data quality. Some European countries' registration systems offer complete information on population in the absence of a census.
The United Nations Statistics Division monitors the completeness of vital registration systems. Some developing countries have made progress over the last 60 years, but others still have deficiencies in civil registration systems.
International migration is the only other factor besides birth and death rates that directly determines a country's population change. Estimating migration is difficult. At any time many people are located outside their home country as tourists, workers, or refugees or for other reasons. Standards for the duration and purpose of international moves that qualify as migration vary, and estimates require information on flows into and out of countries that is difficult to collect.
One of the major data sources of this indicator is UN Population Division's World Population Prospects, which use the cohort component method to produce population estimates and projections.
Population projections, starting from a base year are projected forward using assumptions of mortality, fertility, and migration by age and sex through 2050, based on the UN Population Division's World Population Prospects database medium variant.
Statistical concept(s): Estimates of total population describe the size of total population. Population estimates are dependent on the demographic components of change that are fertility, mortality and migration. As the size of population continues to change throughout the time even within a year, a reference time in the year that the estimate refers to is needed, such as mid-year, end-year or beginning of year. The values shown are midyear estimates.","Increases in human population, whether as a result of immigration or more births than deaths, can impact natural resources and social infrastructure.  This can place pressure on a country's sustainability.  A significant growth in population will negatively impact the availability of land for agricultural production, and will aggravate demand for food, energy, water, social services, and infrastructure. On the other hand, decreasing population size - a result of fewer births than deaths, and people moving out of a country - can impact a government's commitment to maintain services and infrastructure.","Current population estimates for developing countries that lack (i) reliable recent census data, and (ii) pre- and post-census estimates for countries with census data, are provided by the United Nations Population Division and other agencies. 

The cohort component method - a standard method for estimating and projecting population - requires fertility, mortality, and net migration data, often collected from sample surveys, which can be small or limited in coverage. Population estimates are from demographic modeling and so are susceptible to biases and errors from shortcomings in both the model and the data.

Because future trends cannot be known with certainty, population projections have a wide range of uncertainty.",Relevance to gender indicator: disaggregating the population composition by gender will help a country in projecting its demand for social services on a gender basis.,,https://creativecommons.org/licenses/by/4.0/
AG.SRF.TOTL.K2,CC BY-4.0,Surface area (sq. km),"Surface area is a country's total area, including areas under inland bodies of water and some coastal waterways.","FAO electronic files and web site, Food and Agriculture Organization of the United Nations (FAO), publisher: Food and Agriculture Organization of the United Nations (FAO)",Environment: Land use,WDI,square kilometers,Annual,Sum,"Methodology: Total land area includes inland water bodies such as major rivers and lakes. Variations from year to year may be due to updated or revised data rather than to change in area. Including areas of former states; for example, the areas of the Union of Soviet Socialist Republics (USSR) are counted in Russian Federationand other successor states.","Total surface area is particularly important for understanding an economy's agricultural capacity and the environmental effects of human activity. Innovations in satellite mapping and computer databases have resulted in more precise measurements of land and water areas.











Population, surface area, income, and output are basic measures of the size of an economy. They also provide a broad indication of actual and potential resources. Land area is therefore used as one of the major indicator to normalize other indicators.","The data are collected by the Food and Agriculture Organization (FAO) of the United Nations through annual questionnaires. The FAO tries to impose standard definitions and reporting methods, but complete consistency across countries and over time is not possible.







The data collected from official national sources through the questionnaire are supplemented with information from official secondary data sources. The secondary sources cover official country data from websites of national ministries, national publications and related country data reported by various international organizations.",,Areas of former states are included in the successor states.,https://creativecommons.org/licenses/by/4.0/
